STATE,LATITUDE,LONGITUDE,DATETIME,PR,RMAX,RMIN,SPH,SRAD,TMMN,TMMX,VS,BI,FM100,FM1000,ERC,ETR,PET,VPD
VA,37.6139999990876,-80.038,2018-01-14,0,73,32.8,0.00118,130.6,259.9,270.1,2.7,23,19.4,17.5,27,1.2,0.8,0.18
VA,37.6139999990876,-80.038,2018-01-15,0,74.2,25.2,0.00123,115,260.2,273.6,2.5,24,17,17.2,30,1.5,1,0.24
VA,37.6139999990876,-80.038,2018-01-16,2.3,100,40.4,0.0023,50,264,276.8,1.6,0,18.4,17.6,18,1,0.7,0.2
VA,37.6139999990876,-80.038,2018-01-17,1.5,100,76.9,0.00193,52.9,258.6,266.6,5.3,0,20.2,18.2,13,0.1,0.1,0
VA,37.6139999990876,-80.038,2018-01-18,0,67.4,25.9,0.00123,131.8,261.4,273.3,7.3,40,17.5,17.7,29,2.4,1.5,0.25
VA,37.6139999990876,-80.038,2018-01-19,0,38.4,14.2,0.00137,132.6,270.1,281.3,5.3,38,14.5,17.1,35,4.2,2.6,0.58
VA,37.6139999990876,-80.038,2018-01-20,0,52.5,26.4,0.00282,130.5,275.8,285,5.5,39,12.8,16.6,37,4.4,2.7,0.64
VA,37.6139999990876,-80.038,2018-01-21,0,76.9,53.1,0.00539,103.8,279.7,285.7,3.7,28,15.1,16.9,30,2.4,1.6,0.4
VA,37.6139999990876,-80.038,2018-01-22,5.1,77.6,46.8,0.00571,124.2,280.4,288.3,4.9,0,17.6,17.6,19,3.3,2.2,0.51
VA,37.6139999990876,-80.038,2018-01-23,0,100,52,0.00502,92.1,273.8,284.9,7.5,36,18.3,17.6,25,2.3,1.5,0.25
VA,37.6139999990876,-80.038,2018-01-24,0,84.4,62.6,0.00278,124.2,269.1,274,6.7,35,16.8,17.5,27,1.4,0.9,0.13
VA,37.6139999990876,-80.038,2018-01-25,0,68.8,35.1,0.00217,139.2,268.5,277.7,4.1,30,15.6,17.2,31,2.3,1.5,0.31
VA,37.6139999990876,-80.038,2018-01-26,0,60.7,22.2,0.00246,140.7,271.9,285,3.1,28,14.8,17,34,3.2,2.1,0.6
VA,37.6139999990876,-80.038,2018-01-27,2.7,91.4,47.3,0.00449,105.4,274.6,284.5,3.9,0,16.9,17.4,19,2.3,1.5,0.33
VA,37.6139999990876,-80.038,2018-01-28,12.3,100,78.7,0.00654,47.8,276.3,283.2,2.1,0,21,18.8,11,0.6,0.5,0.01
VA,37.6139999990876,-80.038,2018-01-29,3.7,100,84.3,0.00435,42.7,266.9,276.4,3.5,0,22.1,19.1,11,0.3,0.3,0
VA,37.6139999990876,-80.038,2018-01-30,0,78.1,54.1,0.00172,119.1,263.8,269.3,8.1,34,19.9,19,21,1.4,0.9,0.12
VA,37.6139999990876,-80.038,2018-01-31,0,72.9,21,0.0018600000000000001,117.6,265.7,281.5,3.5,26,17.5,18.8,27,2.9,1.8,0.44
VA,37.6139999990876,-80.038,2018-02-01,3.6,98.8,40.6,0.00317,72.3,268.7,281.5,4.5,0,18.5,19.2,15,2.2,1.5,0.29
VA,37.6139999990876,-80.038,2018-02-02,0,83.1,53.1,0.00144,137.6,260.7,267.3,7.5,34,18.1,19.2,23,1.2,0.8,0.1
VA,37.6139999990876,-80.038,2018-02-03,0.5,52.9,15.5,0.00104,117.3,262.2,276.8,3.6,28,15.3,18.8,29,2.6,1.7,0.37
VA,37.6139999990876,-80.038,2018-02-04,21.9,80.3,46.3,0.00272,47,269.4,277.6,4.1,0,18.3,19.6,14,1.8,1.2,0.24
VA,37.6139999990876,-80.038,2018-02-05,0,81.6,45.3,0.00231,150.5,267,275.6,4.7,27,17.4,19.3,24,1.9,1.3,0.21
VA,37.6139999990876,-80.038,2018-02-06,7.7,67.3,53.6,0.00291,103.4,272.7,276.7,3.1,0,18.7,19.9,13,1.7,1.2,0.25
VA,37.6139999990876,-80.038,2018-02-07,18.9,100,68.4,0.0044,40.7,268.8,279.4,6.4,0,22.3,21.3,7,0.5,0.4,0.03
VA,37.6139999990876,-80.038,2018-02-08,0,76,39,0.00222,153.9,267.4,276.9,3.7,22,19.2,21,20,2.1,1.4,0.26
VA,37.6139999990876,-80.038,2018-02-09,5.3,74.1,28.5,0.00261,155.4,269.9,283.1,4.2,0,18.8,21.4,12,3.3,2.1,0.46
VA,37.6139999990876,-80.038,2018-02-10,39.6,88.9,56.4,0.0055,54.5,277.8,285.3,2.4,0,22.5,22.8,4,1.7,1.2,0.3
VA,37.6139999990876,-80.038,2018-02-11,1.5,100,65.1,0.00841,49.1,279.5,289.8,5,0,22.5,22.5,5,1.4,1,0.15
VA,37.6139999990876,-80.038,2018-02-12,0,100,68.7,0.00507,74.8,272.8,281.4,3.7,16,21.9,22.5,12,0.9,0.8,0.08
VA,37.6139999990876,-80.038,2018-02-13,1.1,76.9,37.5,0.003,67.6,271.3,281.7,4,0,19.5,22.3,9,2.6,1.7,0.37
VA,37.6139999990876,-80.038,2018-02-14,1.8,73.3,33.8,0.00525,77.8,279.9,291.6,2.7,0,19.7,22.1,10,3.3,2.2,0.76
VA,37.6139999990876,-80.038,2018-02-15,0.4,69.5,43.4,0.00818,143.2,287.4,295.2,6.2,27,17.6,22,18,5.7,3.8,0.9
VA,37.6139999990876,-80.038,2018-02-16,0.7,100,56.4,0.00661,57.3,273,288.1,6.1,0,18.4,22,10,1.5,1.1,0.15
VA,37.6139999990876,-80.038,2018-02-17,6.3,82.9,52.8,0.0034,68.6,272,279.1,4,0,18.7,22.1,10,1.8,1.3,0.23
VA,37.6139999990876,-80.038,2018-02-18,4.3,81.5,40.8,0.00375,172.8,273.6,283.9,4.5,0,17.9,21.8,11,3.1,2.1,0.4
VA,37.6139999990876,-80.038,2018-02-19,0,86.1,42.3,0.00504,86.1,277,287.9,3.6,21,16.9,21.6,19,2.9,2,0.48
VA,37.6139999990876,-80.038,2018-02-20,0,84.2,38.9,0.00803,169.9,284.2,296.5,4.3,24,17.4,21.5,20,5,3.4,0.88
VA,37.6139999990876,-80.038,2018-02-21,0.5,81.2,42.1,0.00894,129.8,286.4,297.1,4.1,23,17.9,21.3,19,4.7,3.2,0.9
VA,37.6139999990876,-80.038,2018-02-22,0,100,39.1,0.00917,148,281,298.6,3.2,21,17.9,21.4,20,4,2.8,0.77
VA,37.6139999990876,-80.038,2018-02-23,0,100,46.4,0.00748,152.7,280.6,292.8,3.7,22,18.1,21.3,19,3.4,2.5,0.53
VA,38.9179399990777,-78.69352,2018-03-26,0,80.4,31.6,0.00262,234.3,269.4,283.2,5.6,36,13.8,17.2,33,4.1,2.9,0.44
VA,38.9179399990777,-78.69352,2018-03-27,9.9,74,57,0.00328,85,273.6,278.5,5.7,0,16.8,17.8,18,2.4,1.6,0.26
VA,38.9179399990777,-78.69352,2018-03-28,3,100,65.6,0.0062,68.4,278.2,285.9,3.1,0,18.4,18,16,1.6,1.2,0.21
VA,38.9179399990777,-78.69352,2018-03-29,0.9,100,43,0.00846,193,281.7,297.1,6.3,0,18.3,18.2,17,5.7,4,0.74
VA,38.9179399990777,-78.69352,2018-03-30,0.5,100,40.7,0.00565,179.2,268.6,291.4,7.3,35,18.2,18.5,25,3.9,2.7,0.39
VA,38.9179399990777,-78.69352,2018-03-31,0,69.7,21.2,0.00281,273.2,272.3,289.6,4.9,33,15.6,18.2,31,6.1,4.2,0.79
VA,38.9179399990777,-78.69352,2018-04-01,11.5,93.7,36.5,0.00455,121.6,274.5,289.7,3.4,0,18.7,19.3,15,3.6,2.6,0.58
VA,38.9179399990777,-78.69352,2018-04-02,1.3,97.1,63,0.00492,161.5,275.1,283.1,3.9,0,19.2,19.5,13,2.2,1.8,0.2
VA,38.9179399990777,-78.69352,2018-04-03,1.5,93.3,53.5,0.00634,185.1,279.3,289.3,7.3,0,19.2,19.3,14,4,2.9,0.41
VA,38.9179399990777,-78.69352,2018-04-04,0.4,100,37.2,0.00451,168.3,270.6,289.3,11.3,44,18.6,19.1,24,5.1,3.4,0.47
VA,38.9179399990777,-78.69352,2018-04-05,0,52.6,22.6,0.00215,241.8,271.8,284.9,5.1,32,15.2,18.7,29,5.3,3.6,0.64
VA,38.9179399990777,-78.69352,2018-04-06,0,69.6,20,0.00332,243.7,274.1,293.3,6.8,41,13.3,18.4,33,8,5.3,1
VA,38.9179399990777,-78.69352,2018-04-07,0,97.6,50.7,0.00257,87,266.2,276.7,6.2,32,14,18.5,26,1.9,1.3,0.18
VA,38.9179399990777,-78.69352,2018-04-08,0,54.1,23,0.00184,211.5,269.3,282.3,4.9,35,12.1,17.8,35,4.5,3.1,0.53
VA,38.9179399990777,-78.69352,2018-04-09,0,65,58.3,0.00279,70,272.6,276,3.7,26,12.2,17.6,29,1.9,1.3,0.24
VA,38.9179399990777,-78.69352,2018-04-10,0,64.3,31.1,0.00274,211.2,272.5,284.2,3.5,30,11.3,16.8,37,4,2.9,0.53
VA,38.9179399990777,-78.69352,2018-04-11,0,62,25.6,0.00295,172.5,274,288,4.1,34,10.5,16.3,39,5,3.4,0.72
VA,38.9179399990777,-78.69352,2018-04-12,0,58.1,19.6,0.00421,211.4,280,297.4,7.2,49,9.6,16.1,43,9.9,6.5,1.36
VA,38.9179399990777,-78.69352,2018-04-13,0,68.4,19.5,0.00556,276,281.8,302.2,5.1,42,8.9,15.8,45,10.1,6.9,1.72
VA,38.9179399990777,-78.69352,2018-04-14,0,79.9,29.9,0.00753,277.9,284.1,300.9,4.9,40,9.5,15.6,43,8.4,6,1.36
VA,38.9179399990777,-78.69352,2018-04-15,42.3,100,48.5,0.00859,189.7,278.2,295.6,8.1,0,14.9,16.8,22,4.6,3.3,0.47
VA,38.9179399990777,-78.69352,2018-04-16,2.5,98.3,52,0.00416,99.7,272.6,283.3,8.4,0,16.1,17,21,2.8,1.9,0.27
VA,38.9179399990777,-78.69352,2018-04-17,0,65.9,37.4,0.00234,86.4,270,279.4,6.8,38,14.3,16.5,32,3.3,2.2,0.36
VA,38.9179399990777,-78.69352,2018-04-18,0.3,89.5,29.4,0.00426,248.2,274.2,291.8,4,30,14.8,16.5,34,5.5,4,0.75
VA,38.9179399990777,-78.69352,2018-04-19,0,100,43.9,0.00395,153.9,271.5,284.9,8.4,42,15.5,16.7,31,3.7,2.5,0.35
VA,38.9179399990777,-78.69352,2018-04-20,0,75.9,23.1,0.00262,300.6,269.7,287.6,5.9,40,13.6,16.6,36,6,4.2,0.66
VA,38.9179399990777,-78.69352,2018-04-21,0,66.1,21.4,0.00294,288.4,273.1,290.4,1.5,24,11.9,16.4,39,4.4,3.5,0.84
VA,38.9179399990777,-78.69352,2018-04-22,0,80.7,29,0.00435,219.8,275.9,292.3,4,33,11.8,15.8,39,5.6,4,0.81
VA,38.9179399990777,-78.69352,2018-04-23,1.7,73.6,32.7,0.00461,268.3,278,291.5,5.9,0,11.9,15.6,28,6.5,4.6,0.78
VA,38.9179399990777,-78.69352,2018-04-24,15.2,74.2,69,0.00606,78.7,281.9,284.9,6.1,0,16.1,16.7,20,2.7,1.9,0.32
VA,38.9179399990777,-78.69352,2018-04-25,0,100,49.4,0.00656,75.4,277.6,291,4,27,16.4,16.7,28,2.8,2,0.43
VA,38.9179399990777,-78.69352,2018-04-26,7,65.7,30.9,0.00484,296.9,280.3,293.1,3,0,16.3,17.2,21,5.9,4.5,0.93
VA,38.9179399990777,-78.69352,2018-04-27,2.8,100,45.5,0.00573,189.6,275.3,290.1,2.3,0,17.1,17.7,19,3.2,2.6,0.44
VA,38.9179399990777,-78.69352,2018-04-28,0,92,26.8,0.0047,264.8,275.2,294.7,5.9,36,15.8,17.8,31,7.3,5.1,0.92
VA,38.9179399990777,-78.69352,2018-04-29,0,75.8,35.4,0.00321,240.8,272.5,284.8,7.1,40,14.1,17.3,33,4.8,3.4,0.48
VA,38.9179399990777,-78.69352,2018-04-30,0,64.8,18,0.00299,312.4,273.6,293.1,5.3,39,12,16.9,38,7.9,5.5,1.02
VA,38.9179399990777,-78.69352,2018-05-01,0,82.4,17.8,0.00445,314.3,275.7,299.7,4,36,10.7,16.1,42,8.7,6.2,1.42
VA,38.9179399990777,-78.69352,2018-05-02,0,82.5,24,0.0066,308.6,281.4,302,4.7,39,10.3,15.8,42,9.3,6.7,1.52
VA,38.9179399990777,-78.69352,2018-05-03,0,89.6,30.4,0.00912,296.4,285.1,303.9,4.5,38,10.4,15.5,43,8.9,6.5,1.51
VA,38.9179399990777,-78.69352,2018-05-04,0,78.7,31.8,0.0093,234.9,287.3,303.5,5.3,41,10.3,15.3,42,9,6.3,1.54
VA,38.9179399990777,-78.69352,2018-05-05,9.9,82.4,51.2,0.00714,126.7,282.6,291.8,3.4,0,14.1,16.3,24,3.6,2.7,0.56
VA,38.9179399990777,-78.69352,2018-05-06,8.2,99,62.2,0.00714,99.5,280,288.9,3.1,0,17,17,19,2.3,1.8,0.29
VA,38.9179399990777,-78.69352,2018-05-07,0,93.3,39.2,0.00675,289.6,280,294.9,4.1,29,16.1,17,31,5.9,4.5,0.76
VA,38.9179399990777,-78.69352,2018-05-08,0,89.3,33.8,0.00656,302.2,280.2,296.7,2.8,26,15,16.7,34,6,4.8,0.94
VA,38.9179399990777,-78.69352,2018-05-09,0,79.9,33,0.00717,312.5,283.1,298.5,2.9,27,13.9,16.6,35,6.7,5.3,1.12
VA,38.9179399990777,-78.69352,2018-05-10,5.3,100,37.5,0.00861,246,281.2,299.6,5.7,0,15.8,17.1,21,7,5.1,0.94
VA,38.9179399990777,-78.69352,2018-05-11,0,91.7,35.9,0.00856,258.2,283.8,300.2,3,26,15,17.1,32,6.3,4.9,1.11
VA,38.9179399990777,-78.69352,2018-05-12,16.7,80.8,30.6,0.00972,309.8,287.6,304.9,4.9,0,17.4,18,19,9.8,7.2,1.67
VA,38.9179399990777,-78.69352,2018-05-13,7,85.8,47.2,0.01199,276.2,290,301.6,3.2,0,18.4,18.3,17,6.4,5.2,1.05
VA,38.9179399990777,-78.69352,2018-05-14,11.1,100,43.7,0.01224,275.2,287.4,303.2,2.9,0,20.2,19.4,14,6.3,5.1,1.05
VA,38.9179399990777,-78.69352,2018-05-15,8.2,93.4,41.1,0.01213,289.6,288.9,304,4,0,20.7,20.1,12,7.6,5.9,1.25
VA,38.9179399990777,-78.69352,2018-05-16,41.2,84,64.1,0.01139,223.3,289.5,295.9,3.4,0,22.1,21.3,8,4.5,3.8,0.55
VA,38.9179399990777,-78.69352,2018-05-17,23.8,83.6,79.4,0.01126,142.5,289.4,292.4,3.6,0,23.8,22.5,4,2.9,2.4,0.3
VA,38.9179399990777,-78.69352,2018-05-18,17.8,100,70.9,0.01004,86.7,284.7,292.3,6,0,25.1,23.9,1,2.3,1.8,0.24
VA,38.9179399990777,-78.69352,2018-05-19,2.2,100,63.7,0.0104,223.6,285.1,294.5,6,0,23.3,23.7,4,4.1,3.3,0.36
VA,38.9179399990777,-78.69352,2018-05-20,0,98.1,40.2,0.01062,295.9,286.1,302.1,3.8,19,20.4,23.3,15,7.2,5.6,1.1
VA,38.9179399990777,-78.69352,2018-05-21,16.2,83.2,47.2,0.01086,276.3,288.9,299.9,2.8,0,21.3,24.1,5,6,5,0.97
VA,38.9179399990777,-78.69352,2018-05-22,3.9,87.2,50.1,0.01114,191.4,288.6,299.4,3.8,0,20.2,24.1,6,5.4,4.1,0.86
VA,38.9179399990777,-78.69352,2018-05-23,0,100,45.6,0.01014,323.8,281.5,299.3,4.7,22,18.8,23.8,15,6.2,5,0.68
VA,38.9179399990777,-78.69352,2018-05-24,0,89.3,31.5,0.00751,331.5,282.2,300,3.6,22,16.5,23.1,20,7.6,5.9,1.19
VA,38.9179399990777,-78.69352,2018-05-25,0.7,95,39.6,0.01092,318.9,287,302.8,4.4,0,15.9,22.8,12,8,6.2,1.19
VA,38.9179399990777,-78.69352,2018-05-26,10.6,81.8,44.9,0.01228,264.7,291.1,302.8,3.4,0,17.6,23.3,9,6.9,5.5,1.21
VA,38.9179399990777,-78.69352,2018-05-27,4.3,79.9,47.5,0.01208,265.8,291.2,301.6,2.4,0,17.2,23.3,9,6,5,1.11
VA,38.9179399990777,-78.69352,2018-05-28,0,84.6,58.9,0.01276,295.2,291.2,299.1,3.2,19,16.4,22.7,17,5.9,5,0.74
VA,38.9179399990777,-78.69352,2018-05-29,0,89,49.9,0.01265,306.7,290.3,301.6,3.3,21,15.7,22.4,20,6.7,5.5,0.96
VA,38.9179399990777,-78.69352,2018-05-30,12.1,79.5,60.5,0.01271,222.1,292.1,298.6,4.8,0,18.1,23.2,8,5.7,4.5,0.76
VA,38.9179399990777,-78.69352,2018-05-31,16.8,95.2,56.7,0.01291,196.2,289.6,299.9,3.9,0,20.5,24.1,6,4.9,3.9,0.7
VA,38.9179399990777,-78.69352,2018-06-01,11.5,84,46.1,0.01263,284.4,291.2,302.6,2.8,0,21.4,24.9,4,6.6,5.4,1.14
VA,38.9179399990777,-78.69352,2018-06-02,49.1,84,62.5,0.01248,155.5,291,297.6,4.2,0,22.6,25.6,1,4.4,3.4,0.62
VA,38.9179399990777,-78.69352,2018-06-03,33.8,95.3,69.9,0.01078,117.8,286.8,293.5,2.9,0,24.3,26.6,0,2.6,2.2,0.31
VA,38.9179399990777,-78.69352,2018-06-04,0,97.8,40.6,0.00806,310.1,282,297,4.9,18,20.9,26.2,10,6.7,5.1,0.8
VA,38.9179399990777,-78.69352,2018-06-05,0.9,86.8,39.1,0.00764,321.4,282.9,296.7,5.5,0,18.4,25.9,5,7.3,5.5,0.88
VA,38.9179399990777,-78.69352,2018-06-06,0,100,48.1,0.00773,250.6,279.9,293.8,3.2,16,17.6,25.5,13,4.4,3.7,0.51
VA,38.9179399990777,-78.69352,2018-06-07,0,96.5,40.3,0.0088,301.6,283.5,298.6,2.6,17,16.2,24.8,16,5.9,4.9,0.9
VA,38.9179399990777,-78.69352,2018-06-08,0.7,94.3,45.2,0.01102,279.3,287.3,300.6,1.9,0,15.4,24.3,9,5.5,4.8,0.94
VA,37.1627799990915,-76.36889,2018-04-07,8.8,100,54.6,0.00514,60,274.6,285.8,5.5,0,17.6,18.2,17,2,1.4,0.23
VA,37.1627799990915,-76.36889,2018-04-08,0.3,65.7,42.8,0.00328,286,276.9,282.3,4.9,31,15.4,18.2,28,4.2,3.2,0.45
VA,37.1627799990915,-76.36889,2018-04-09,0.4,76.7,58.7,0.0044,113.7,278.8,282.5,4.4,29,14.7,17.7,28,2.7,2,0.33
VA,37.1627799990915,-76.36889,2018-04-10,0,85.9,52.4,0.00434,246.1,276.9,283.8,3.9,29,15.1,17.5,30,3.3,2.6,0.33
VA,37.1627799990915,-76.36889,2018-04-11,0,67.8,43.1,0.0042,239.9,280,285.9,3.7,30,13.7,17.1,33,4.3,3.2,0.55
VA,37.1627799990915,-76.36889,2018-04-12,0,60.2,25.7,0.00531,262.8,285.4,296.4,6.5,44,12,17,37,9.1,6.2,1.28
VA,37.1627799990915,-76.36889,2018-04-13,0,61.1,25.7,0.00684,297.1,289.1,300.6,7.1,49,10.7,16.4,40,11,7.5,1.63
VA,37.1627799990915,-76.36889,2018-04-14,0,65.7,30,0.00802,294.8,290.4,301.2,5.8,44,10.1,16,41,9.8,6.9,1.58
VA,37.1627799990915,-76.36889,2018-04-15,42.9,79.8,37.6,0.00812,194,287.4,298.2,6.7,0,14,17.2,23,7.6,5.2,1.08
VA,37.1627799990915,-76.36889,2018-04-16,1.5,100,44,0.00611,211.3,277,291.4,6.3,0,15.3,17.2,21,4.3,3.2,0.46
VA,37.1627799990915,-76.36889,2018-04-17,0,66.9,37.6,0.00371,199.7,278.4,285.8,5.3,36,13.8,16.7,33,4.8,3.4,0.57
VA,37.1627799990915,-76.36889,2018-04-18,0,84.7,44.5,0.00571,300.9,281.1,290.2,3.1,29,13.4,16.6,35,4.7,3.8,0.58
VA,37.1627799990915,-76.36889,2018-04-19,0,100,35.7,0.00575,265.2,276.5,293.3,6.2,40,14.3,16.8,33,5.7,4.1,0.63
VA,37.1627799990915,-76.36889,2018-04-20,0,78.1,32.6,0.00385,321.2,276.6,288.2,4.4,35,13.3,16.6,36,5.4,4,0.62
VA,37.1627799990915,-76.36889,2018-04-21,0,83.3,47.4,0.00448,320.8,277.8,285.6,2.8,28,13,16.4,35,4,3.3,0.42
VA,37.1627799990915,-76.36889,2018-04-22,0,76.6,43.2,0.00532,255.8,281.6,289.5,3.2,30,12.7,16,36,4.6,3.6,0.62
VA,37.1627799990915,-76.36889,2018-04-23,0,68.1,40.2,0.00601,311.4,285.3,292.4,5.7,42,11.8,15.6,39,6.9,5.1,0.85
VA,37.1627799990915,-76.36889,2018-04-24,10.6,79.5,57.8,0.00702,77.2,285.2,289.8,7.6,0,14.5,16.3,23,4.1,2.7,0.51
VA,37.1627799990915,-76.36889,2018-04-25,1.1,88.9,43.3,0.00841,198.2,286.2,296.8,2.4,0,14.6,16.3,23,4.5,3.6,0.85
VA,37.1627799990915,-76.36889,2018-04-26,0,71.5,40.3,0.00662,304.6,286,293.9,3.2,30,13.1,16.2,36,6,4.7,0.89
VA,37.1627799990915,-76.36889,2018-04-27,0,100,42.7,0.00862,209.9,283,297.4,2.3,25,14.2,16.2,33,4.3,3.5,0.72
VA,37.1627799990915,-76.36889,2018-04-28,0,96.9,31.7,0.00751,319.1,283.1,299.3,2.5,28,14.1,16.2,36,6.3,5.1,1.09
VA,37.1627799990915,-76.36889,2018-04-29,0,98.3,34.4,0.00489,326.8,276.6,291.2,6.2,42,14.4,16.1,35,6,4.4,0.63
VA,37.1627799990915,-76.36889,2018-04-30,0,68.5,26,0.00454,335.8,281,293.7,4,36,12.8,15.8,39,7.1,5.3,1
VA,37.1627799990915,-76.36889,2018-05-01,0,58.6,22.2,0.00569,328.4,287.1,299.6,2.5,32,11.1,15.1,44,7.5,5.8,1.6
VA,37.1627799990915,-76.36889,2018-05-02,0,65.5,23.5,0.00766,323.3,289.9,303.9,3.6,38,10.1,14.8,46,9.4,6.9,1.93
VA,37.1627799990915,-76.36889,2018-05-03,0,71.8,28.7,0.00899,316.5,290.9,303.9,4.9,43,9.7,14.7,46,10.1,7.3,1.78
VA,37.1627799990915,-76.36889,2018-05-04,0,73,30.9,0.00933,313.8,291.2,303.5,5.3,45,9.5,14.4,46,10.1,7.3,1.69
VA,37.1627799990915,-76.36889,2018-05-05,15.9,83.6,47.5,0.00908,292.9,288.5,296.8,4.1,0,13.9,15.6,26,6.3,4.9,0.86
VA,37.1627799990915,-76.36889,2018-05-06,8.7,95.2,60.4,0.01027,207.9,288.3,295.3,2.7,0,16.3,16.2,22,4,3.4,0.52
VA,37.1627799990915,-76.36889,2018-05-07,0,99.8,69.1,0.00888,195.4,285.3,291,4.5,29,17,16.3,27,3.2,2.7,0.28
VA,37.1627799990915,-76.36889,2018-05-08,0,91,65.8,0.00823,315.3,285.6,290.5,4.7,32,16.4,16.3,30,4.5,3.8,0.37
VA,37.1627799990915,-76.36889,2018-05-09,0,100,60.5,0.00848,318.5,283.8,292.2,3.2,27,16.6,16.4,30,4.3,3.8,0.36
VA,37.1627799990915,-76.36889,2018-05-10,10.8,91.6,38.4,0.00999,308.5,288.5,301.5,4.5,0,18,17.4,19,7.8,6,1.18
VA,37.1627799990915,-76.36889,2018-05-11,0,68.9,39.2,0.01005,319.3,293.4,301.3,3.3,29,15.4,17.2,32,7.9,6.2,1.46
VA,37.1627799990915,-76.36889,2018-05-12,0,85.8,32.4,0.01134,318.2,291.6,306.2,3.8,32,14.1,16.7,35,9.1,6.9,1.75
VA,37.1627799990915,-76.36889,2018-05-13,0,100,61.6,0.01133,289.8,288.7,296.6,3.7,29,14.9,16.5,31,4.9,4.2,0.48
VA,37.1627799990915,-76.36889,2018-05-14,14.1,100,58.8,0.01286,319.6,291,299.4,2,0,18.1,17.7,18,5.4,4.9,0.64
VA,37.1627799990915,-76.36889,2018-05-15,0,78.3,42.1,0.01216,279.4,294.3,303.5,5.2,34,15.9,17.4,30,8.8,6.5,1.45
VA,37.1627799990915,-76.36889,2018-05-16,9.7,79.9,53,0.01234,190.6,294.2,300.3,3.5,0,17.1,18.1,18,5.6,4.3,1.04
VA,37.1627799990915,-76.36889,2018-05-17,19.2,83.3,62.3,0.01275,123.4,294,298.4,3,0,19.3,19.2,14,3.9,3.1,0.77
VA,37.1627799990915,-76.36889,2018-05-18,14.5,87.1,51.2,0.01225,246.6,292.6,300.7,3.9,0,20.6,20.4,11,6.3,4.9,0.98
VA,37.1627799990915,-76.36889,2018-05-19,12.8,77.3,54.1,0.01199,138.2,294.3,299.5,4.2,0,20.9,21.1,10,5.4,4,1.02
VA,37.1627799990915,-76.36889,2018-05-20,0,84.7,51.8,0.01361,279.8,294.8,302.3,4.3,24,18.4,20.8,20,7.2,5.7,1.1
VA,37.1627799990915,-76.36889,2018-05-21,0,100,65.2,0.01282,303.4,290.8,297.8,3.7,22,18,20.5,20,5.1,4.5,0.47
VA,37.1627799990915,-76.36889,2018-05-22,1.2,87.8,49.7,0.01267,241,293,301.7,3.5,0,16.9,20.6,14,6.2,4.9,1.05
VA,37.1627799990915,-76.36889,2018-05-23,0,100,49.1,0.01305,306,289.4,302.4,3.3,23,16.6,20.4,23,6.3,5.3,0.83
VA,37.1627799990915,-76.36889,2018-05-24,0,100,51,0.01118,339.1,288.2,299.2,3,23,16.3,20,24,6.1,5.2,0.72
VA,37.1627799990915,-76.36889,2018-05-25,0,80.2,45.7,0.0124,326.7,294.2,302.6,3.9,27,14.8,19.6,27,8,6.4,1.29
VA,37.1627799990915,-76.36889,2018-05-26,15.1,87.1,45.8,0.01369,299.7,294.4,304.3,4.7,0,17.5,20.3,14,8.3,6.4,1.31
VA,37.1627799990915,-76.36889,2018-05-27,0,89.8,48.7,0.01438,294.4,294.7,304.2,4.4,27,16.3,20.2,23,7.8,6.1,1.2
VA,37.1627799990915,-76.36889,2018-05-28,12.7,100,60,0.01413,142.3,291.4,300.7,3.1,0,18.9,20.9,12,3.7,3,0.59
VA,37.1627799990915,-76.36889,2018-05-29,4,90.9,67.5,0.01397,206.9,294,298.7,2.4,0,18.7,21.2,11,4.3,3.7,0.6
VA,37.1627799990915,-76.36889,2018-05-30,2.7,92.7,71.8,0.01443,231.7,294.2,298.3,4,0,18.3,21.3,11,4.6,4,0.5
VA,37.1627799990915,-76.36889,2018-05-31,0,90.5,52.6,0.01514,240.4,295.4,303.9,3.4,22,16.7,20.9,20,6.3,5.1,1.1
VA,37.1627799990915,-76.36889,2018-06-01,0,98.7,48.9,0.01547,315.1,294.6,304.7,2.3,20,16.1,20.8,23,6.7,5.8,1.08
VA,37.1627799990915,-76.36889,2018-06-02,32.6,100,50.9,0.01519,268.6,293.7,303.8,2.2,0,19,21.4,11,5.7,5,0.94
VA,37.1627799990915,-76.36889,2018-06-03,17.7,100,57.5,0.01417,190.2,287.6,300.8,3.3,0,21.2,22.6,7,3.6,3.2,0.37
VA,37.1627799990915,-76.36889,2018-06-04,0,100,53.8,0.01159,323.3,289.4,298.4,3.3,20,19.6,22.1,17,5.8,5,0.65
VA,37.1627799990915,-76.36889,2018-06-05,0,85.5,42.6,0.01077,334.5,291.2,300.5,3.4,22,17.2,21.8,20,7.3,5.9,1.11
VA,37.1627799990915,-76.36889,2018-06-06,0,92.7,54.8,0.01102,337.5,290.2,297.3,4.6,26,16.5,21.7,20,6.3,5.2,0.68
VA,37.1627799990915,-76.36889,2018-06-07,0,100,67.6,0.01247,291.9,289,296.3,5.1,26,16.7,21.6,19,4.3,3.9,0.29
VA,37.1627799990915,-76.36889,2018-06-08,0,90.8,54.8,0.01433,256.1,294.8,301.7,4,24,15.8,21.4,21,6.3,5.1,0.92
VA,37.1627799990915,-76.36889,2018-06-09,0,100,49.9,0.01469,282.4,292.4,303.5,3.2,23,15.8,20.7,23,6.2,5.2,0.89
